MinNormIw,Bound,AvgNormIw,AvgVanillaIw,VarVanillaIw,eRenyi2,Delta,ESSRenyi,J,MinVanillaIw,VanillaAvgRet,BatchSize,AvgEpLen,AvgDiscRet,MaxNormIw,IterType,VarNormIw,ESSClassic,VarRet,VarJ,AvgRet,EpsThisIter,MaxVanillaIw,VarDiscRet
0.005,4918.3843,0.0049999994,1.0,,1.0,0.95,500.0,4999.495,1.0,4999.509358078906,500,500.0,4999.509358078906,0.005,2,2.179301e-19,200.00000010221265,0.2406326517377194,0.48295563,4999.509358078906,100,1.0,0.2406326517377194
0.0033333334,4933.269,0.0033333336,1.0,,1.0,0.95,500.0,4999.4956,1.0,4999.495806691679,500,500.0,4999.495806691679,0.0033333334,2,5.4391416e-20,299.999969473632,0.1993091451152987,0.47039467,4999.495806691679,100,1.0,0.1993091451152987
0.0025,4942.1504,0.0024999997,1.0,,1.0,0.95,500.0,4999.5044,1.0,4999.532266628019,500,500.0,4999.532266628019,0.0025,2,5.434597e-20,400.0,0.20825844939519114,0.46663773,4999.532266628019,100,1.0,0.20825844939519114
0.002,4948.2163,0.0020000003,1.0,,1.0,0.95,500.0,4999.515,1.0,4999.55272239799,500,500.0,4999.55272239799,0.002,1,5.431875e-20,500.00000664260017,0.1963351552832543,0.46200758,4999.55272239799,100,1.0,0.1963351552832543
0.01,4884.791,0.009999998,1.0,,1.0,0.95,500.0,4999.499,1.0,4999.499107351996,500,500.0,4999.499107351996,0.01,2,3.5044917e-18,100.0,0.2540072498118418,0.5014719,4999.499107351996,100,1.0,0.2540072498118418
0.005,4918.391,0.0049999994,1.0,,1.0,0.95,500.0,4999.502,1.0,4999.504710230246,500,500.0,4999.504710230246,0.005,2,2.179301e-19,200.00000010221265,0.2434473835018651,0.4962287,4999.504710230246,100,1.0,0.2434473835018651
0.0033333334,4915.1846,0.0033333336,1.0,,1.0,0.95,500.0,4981.411,1.0,4945.229523200753,500,494.6,4945.229523200753,0.0033333334,2,5.4391416e-20,299.999969473632,251286.02231360713,289.1005,4945.229523200753,100,1.0,251286.02231360713
0.0025,4928.568,0.0024999997,1.0,,1.0,0.95,500.0,4985.922,1.0,4999.45604078821,500,500.0,4999.45604078821,0.0025,2,5.434597e-20,400.0,0.2780802834499294,250.4904,4999.45604078821,100,1.0,0.2780802834499294
0.00037243785,4940.7554,0.0019999999,0.9862439,0.09991307,1.0966507,0.95,455.9336815672112,4994.476,0.18365727,4999.448327569227,500,500.0,4999.448327569227,0.003601008,1,4.1087867e-07,453.50888493256474,0.3491082770380523,99.07061,4999.448327569227,100,1.7757361,0.3491082770380523
0.01,4884.7583,0.009999998,1.0,,1.0,0.95,500.0,4999.4663,1.0,4999.466274388782,500,500.0,4999.466274388782,0.01,2,3.5044917e-18,100.0,0.24044546200330075,0.4878756,4999.466274388782,100,1.0,0.24044546200330075
0.005,4918.388,0.0049999994,1.0,,1.0,0.95,500.0,4999.499,1.0,4999.532059851666,500,500.0,4999.532059851666,0.005,2,2.179301e-19,200.00000010221265,0.2792601288427425,0.50826627,4999.532059851666,100,1.0,0.2792601288427425
0.0033333334,4933.281,0.0033333336,1.0,,1.0,0.95,500.0,4999.5073,1.0,4999.521995927428,500,500.0,4999.521995927428,0.0033333334,2,5.4391416e-20,299.999969473632,0.23505372583070006,0.4999061,4999.521995927428,100,1.0,0.23505372583070006
0.0025,4942.152,0.0024999997,1.0,,1.0,0.95,500.0,4999.506,1.0,4999.50287834466,500,500.0,4999.50287834466,0.0025,2,5.434597e-20,400.0,0.31356090468826814,0.5148169,4999.50287834466,100,1.0,0.31356090468826814
0.0019820405,4948.2197,0.002,1.000052,3.1606498e-06,1.0000017,0.95,499.9991655363658,4999.5186,0.99107176,4999.566073880548,500,500.0,4999.566073880548,0.0020068146,1,1.2641266e-11,499.9983554734076,0.19031394625775486,0.499812,4999.566073880548,100,1.0034595,0.19031394625775486
0.01,4884.721,0.009999998,1.0,,1.0,0.95,500.0,4999.429,1.0,4999.429016292562,500,500.0,4999.429016292562,0.01,2,3.5044917e-18,100.0,0.30698982028086996,0.55128735,4999.429016292562,100,1.0,0.30698982028086996
0.005,4918.352,0.0049999994,1.0,,1.0,0.95,500.0,4999.463,1.0,4999.497435338225,500,500.0,4999.497435338225,0.005,2,2.179301e-19,200.00000010221265,0.2370232307008809,0.5200524,4999.497435338225,100,1.0,0.2370232307008809
0.0033333334,4933.2573,0.0033333336,1.0,,1.0,0.95,500.0,4999.484,1.0,4999.525778392898,500,500.0,4999.525778392898,0.0033333334,2,5.4391416e-20,299.999969473632,0.24444532763003865,0.51170045,4999.525778392898,100,1.0,0.24444532763003865
0.0025,4942.1333,0.0024999997,1.0,,1.0,0.95,500.0,4999.4873,1.0,4999.498707569677,500,500.0,4999.498707569677,0.0025,2,5.434597e-20,400.0,0.2631403981386401,0.5114169,4999.498707569677,100,1.0,0.2631403981386401
0.002,4948.205,0.0020000003,1.0,,1.0,0.95,500.0,4999.504,1.0,4999.565531907105,500,500.0,4999.565531907105,0.002,1,5.431875e-20,500.00000664260017,0.2099827151601145,0.50178474,4999.565531907105,100,1.0,0.2099827151601145
0.01,4884.833,0.009999998,1.0,,1.0,0.95,500.0,4999.541,1.0,4999.540849185959,500,500.0,4999.540849185959,0.01,2,3.5044917e-18,100.0,0.17856133491388534,0.42047435,4999.540849185959,100,1.0,0.17856133491388534
0.005,4918.4116,0.0049999994,1.0,,1.0,0.95,500.0,4999.5225,1.0,4999.503432585826,500,500.0,4999.503432585826,0.005,2,2.179301e-19,200.00000010221265,0.26063795997034067,0.466657,4999.503432585826,100,1.0,0.26063795997034067
0.0033333334,4933.2666,0.0033333336,1.0,,1.0,0.95,500.0,4999.493,1.0,4999.436906898749,500,500.0,4999.436906898749,0.0033333334,2,5.4391416e-20,299.999969473632,0.276006868796878,0.48772392,4999.436906898749,100,1.0,0.276006868796878
0.0025,4942.1597,0.0024999997,1.0,,1.0,0.95,500.0,4999.5137,1.0,4999.574908991801,500,500.0,4999.574908991801,0.0025,2,5.434597e-20,400.0,0.1705880149297425,0.47102562,4999.574908991801,100,1.0,0.1705880149297425
0.002,4948.212,0.0020000003,1.0,,1.0,0.95,500.0,4999.5107,1.0,4999.495476576659,500,500.0,4999.495476576659,0.002,1,5.431875e-20,500.00000664260017,0.26518013422479375,0.47963947,4999.495476576659,100,1.0,0.26518013422479375
0.01,4884.7603,0.009999998,1.0,,1.0,0.95,500.0,4999.4683,1.0,4999.468119676764,500,500.0,4999.468119676764,0.01,2,3.5044917e-18,100.0,0.26550726286501336,0.5126774,4999.468119676764,100,1.0,0.26550726286501336
0.005,4918.362,0.0049999994,1.0,,1.0,0.95,500.0,4999.4727,1.0,4999.477165612052,500,500.0,4999.477165612052,0.005,2,2.179301e-19,200.00000010221265,0.245720953004604,0.5030666,4999.477165612052,100,1.0,0.245720953004604
0.0033333334,4933.246,0.0033333336,1.0,,1.0,0.95,500.0,4999.4727,1.0,4999.470576815749,500,500.0,4999.470576815749,0.0033333334,2,5.4391416e-20,299.999969473632,0.291466045007778,0.51468647,4999.470576815749,100,1.0,0.291466045007778
0.0025,4942.1357,0.0024999997,1.0,,1.0,0.95,500.0,4999.4897,1.0,4999.543843015601,500,500.0,4999.543843015601,0.0025,2,5.434597e-20,400.0,0.20930930147304957,0.5014473,4999.543843015601,100,1.0,0.20930930147304957
0.001983582,4948.1978,0.002,1.0000448,4.465261e-06,1.0000057,0.95,499.9971389934216,4999.4966,0.9918355,4999.519571662295,500,500.0,4999.519571662295,0.002005498,1,1.7859417e-11,499.99778241765796,0.2622342322736707,0.50273746,4999.519571662295,100,1.0027939,0.2622342322736707
0.01,4884.786,0.009999998,1.0,,1.0,0.95,500.0,4999.494,1.0,4999.494625232702,500,500.0,4999.494625232702,0.01,2,3.5044917e-18,100.0,0.2210143088493628,0.46774065,4999.494625232702,100,1.0,0.2210143088493628
0.005,4918.362,0.0049999994,1.0,,1.0,0.95,500.0,4999.4727,1.0,4999.450684310371,500,500.0,4999.450684310371,0.005,2,2.179301e-19,200.00000010221265,0.23126190896339166,0.47365627,4999.450684310371,100,1.0,0.23126190896339166
0.0033333334,4933.2373,0.0033333336,1.0,,1.0,0.95,500.0,4999.464,1.0,4999.446318051683,500,500.0,4999.446318051683,0.0033333334,2,5.4391416e-20,299.999969473632,0.27864362442521556,0.49160817,4999.446318051683,100,1.0,0.27864362442521556
0.0025,4942.1304,0.0024999997,1.0,,1.0,0.95,500.0,4999.4844,1.0,4999.544938831362,500,500.0,4999.544938831362,0.0025,2,5.434597e-20,400.0,0.19744354545771162,0.48099113,4999.544938831362,100,1.0,0.19744354545771162
0.0019833664,4948.1846,0.002,0.9998445,5.3900912e-06,1.0000033,0.95,499.99833107551694,4999.4834,0.99152905,4999.47731109497,500,500.0,4999.47731109497,0.0020077429,1,2.1567068e-11,499.9973448715283,0.23347911526202697,0.48050722,4999.47731109497,100,1.0037153,0.23347911526202697
0.01,4881.1978,0.009999998,1.0,,1.0,0.95,500.0,4995.906,1.0,4995.905709006281,500,499.65,4995.905709006281,0.01,2,3.5044917e-18,100.0,1300.4793019239573,35.881405,4995.905709006281,100,1.0,1300.4793019239573
0.005,4916.5503,0.0049999994,1.0,,1.0,0.95,500.0,4997.661,1.0,4999.417194013254,500,500.0,4999.417194013254,0.005,2,2.179301e-19,200.00000010221265,0.2605562581204717,25.435196,4999.417194013254,100,1.0,0.2605562581204717
0.0033333334,4932.0254,0.0033333336,1.0,,1.0,0.95,500.0,4998.252,1.0,4999.433398802095,500,500.0,4999.433398802095,0.0033333334,2,5.4391416e-20,299.999969473632,0.2873611612340269,20.786825,4999.433398802095,100,1.0,0.2873611612340269
0.0025,4941.2163,0.0024999997,1.0,,1.0,0.95,500.0,4998.5703,1.0,4999.525028154927,500,500.0,4999.525028154927,0.0025,2,5.434597e-20,400.0,0.2355780788862069,18.011974,4999.525028154927,100,1.0,0.2355780788862069
0.0010507238,4947.6714,0.002,0.99978036,0.0056434604,1.0050843,0.95,497.4707214510575,4999.1006,0.5252465,4999.512334129628,500,500.0,4999.512334129628,0.0021821014,1,2.2583762e-08,497.1984549286266,0.2824610959137937,8.4864645,4999.512334129628,100,1.090811,0.2824610959137937
0.01,4884.794,0.009999998,1.0,,1.0,0.95,500.0,4999.502,1.0,4999.502007622726,500,500.0,4999.502007622726,0.01,2,3.5044917e-18,100.0,0.2077634440842291,0.45354044,4999.502007622726,100,1.0,0.2077634440842291
0.005,4918.4,0.0049999994,1.0,,1.0,0.95,500.0,4999.5107,1.0,4999.519121965116,500,500.0,4999.519121965116,0.005,2,2.179301e-19,200.00000010221265,0.2128576094800781,0.4563818,4999.519121965116,100,1.0,0.2128576094800781
0.0033333334,4933.2534,0.0033333336,1.0,,1.0,0.95,500.0,4999.48,1.0,4999.419139622047,500,500.0,4999.419139622047,0.0033333334,2,5.4391416e-20,299.999969473632,0.3336538182855365,0.50081325,4999.419139622047,100,1.0,0.3336538182855365
0.0025,4942.1025,0.0024999997,1.0,,1.0,0.95,500.0,4999.4565,1.0,4999.385074437623,500,500.0,4999.385074437623,0.0025,2,5.434597e-20,400.0,0.41995624357201033,0.5419801,4999.385074437623,100,1.0,0.41995624357201033
0.002,4948.1694,0.0020000003,1.0,,1.0,0.95,500.0,4999.4683,1.0,4999.511040781453,500,500.0,4999.511040781453,0.002,1,5.431875e-20,500.00000664260017,0.22268663796593333,0.5287426,4999.511040781453,100,1.0,0.22268663796593333
0.01,4884.695,0.009999998,1.0,,1.0,0.95,500.0,4999.403,1.0,4999.402808661656,500,500.0,4999.402808661656,0.01,2,3.5044917e-18,100.0,0.25949893074921687,0.50683725,4999.402808661656,100,1.0,0.25949893074921687
0.005,4918.3237,0.0049999994,1.0,,1.0,0.95,500.0,4999.4346,1.0,4999.466942007168,500,500.0,4999.466942007168,0.005,2,2.179301e-19,200.00000010221265,0.21848586859475103,0.48745343,4999.466942007168,100,1.0,0.21848586859475103
0.0033333334,4933.216,0.0033333336,1.0,,1.0,0.95,500.0,4999.4424,1.0,4999.457649667117,500,500.0,4999.457649667117,0.0033333334,2,5.4391416e-20,299.999969473632,0.2538937363796156,0.4922466,4999.457649667117,100,1.0,0.2538937363796156
0.0025,4942.084,0.0024999997,1.0,,1.0,0.95,500.0,4999.438,1.0,4999.424014209273,500,500.0,4999.424014209273,0.0025,2,5.434597e-20,400.0,0.2744670144038459,0.49972492,4999.424014209273,100,1.0,0.2744670144038459
0.00046702093,4947.1797,0.002,0.9940507,0.018208116,1.0179566,0.95,491.1800688562529,4998.937,0.23212123,4988.26413643442,500,498.89,4988.26413643442,0.002338411,1,7.3706865e-08,490.9711147538133,12605.293632609852,11.7405615,4988.26413643442,100,1.1622496,12605.293632609852
0.01,4884.7812,0.009999998,1.0,,1.0,0.95,500.0,4999.4893,1.0,4999.489353998721,500,500.0,4999.489353998721,0.01,2,3.5044917e-18,100.0,0.2522143637078275,0.4996889,4999.489353998721,100,1.0,0.2522143637078275
0.005,4918.3174,0.0049999994,1.0,,1.0,0.95,500.0,4999.428,1.0,4999.366979906769,500,500.0,4999.366979906769,0.005,2,2.179301e-19,200.00000010221265,0.2609976142452074,0.50773555,4999.366979906769,100,1.0,0.2609976142452074
0.0033333334,4933.22,0.0033333336,1.0,,1.0,0.95,500.0,4999.447,1.0,4999.48327698833,500,500.0,4999.48327698833,0.0033333334,2,5.4391416e-20,299.999969473632,0.22778802436873122,0.4976958,4999.48327698833,100,1.0,0.22778802436873122
0.0025,4942.113,0.0024999997,1.0,,1.0,0.95,500.0,4999.467,1.0,4999.527089568787,500,500.0,4999.527089568787,0.0025,2,5.434597e-20,400.0,0.1764733044327709,0.4802752,4999.527089568787,100,1.0,0.1764733044327709
0.002,4948.1753,0.0020000003,1.0,,1.0,0.95,500.0,4999.474,1.0,4999.50135757926,500,500.0,4999.50135757926,0.002,1,5.431875e-20,500.00000664260017,0.20950423154757294,0.47560817,4999.50135757926,100,1.0,0.20950423154757294
0.01,4884.7295,0.009999998,1.0,,1.0,0.95,500.0,4999.437,1.0,4999.436789169371,500,500.0,4999.436789169371,0.01,2,3.5044917e-18,100.0,0.2693283526660884,0.51638126,4999.436789169371,100,1.0,0.2693283526660884
0.005,4918.352,0.0049999994,1.0,,1.0,0.95,500.0,4999.463,1.0,4999.48933335015,500,500.0,4999.48933335015,0.005,2,2.179301e-19,200.00000010221265,0.23711689788685406,0.5013949,4999.48933335015,100,1.0,0.23711689788685406
0.0033333334,4933.2383,0.0033333336,1.0,,1.0,0.95,500.0,4999.465,1.0,4999.466765774259,500,500.0,4999.466765774259,0.0033333334,2,5.4391416e-20,299.999969473632,0.2593870834221586,0.503193,4999.466765774259,100,1.0,0.2593870834221586
0.0025,4942.109,0.0024999997,1.0,,1.0,0.95,500.0,4999.463,1.0,4999.458953916225,500,500.0,4999.458953916225,0.0025,2,5.434597e-20,400.0,0.2812647887299984,0.5094288,4999.458953916225,100,1.0,0.2812647887299984
0.0019962657,4948.173,0.002,1.0000887,1.4817575e-06,1.0000008,0.95,499.99958276783474,4999.4717,0.99822134,4999.501463309693,500,500.0,4999.501463309693,0.0020117676,1,5.9259754e-12,499.9992972009524,0.23842902820898593,0.504873,4999.501463309693,100,1.005973,0.23842902820898593
0.01,4884.7695,0.009999998,1.0,,1.0,0.95,500.0,4999.4775,1.0,4999.477071402188,500,500.0,4999.477071402188,0.01,2,3.5044917e-18,100.0,0.22231195583087196,0.46913144,4999.477071402188,100,1.0,0.22231195583087196
0.005,4918.3804,0.0049999994,1.0,,1.0,0.95,500.0,4999.491,1.0,4999.5053674174815,500,500.0,4999.5053674174815,0.005,2,2.179301e-19,200.00000010221265,0.19814621482638858,0.4564226,4999.5053674174815,100,1.0,0.19814621482638858
0.0033333334,4933.246,0.0033333336,1.0,,1.0,0.95,500.0,4999.4727,1.0,4999.436010405176,500,500.0,4999.436010405176,0.0033333334,2,5.4391416e-20,299.999969473632,0.31001628768376743,0.49180675,4999.436010405176,100,1.0,0.31001628768376743
0.0025,4942.136,0.0024999997,1.0,,1.0,0.95,500.0,4999.49,1.0,4999.543135497304,500,500.0,4999.543135497304,0.0025,2,5.434597e-20,400.0,0.23321296872803954,0.4899644,4999.543135497304,100,1.0,0.23321296872803954
0.002,4948.1865,0.0020000003,1.0,,1.0,0.95,500.0,4999.4854,1.0,4999.462813395538,500,500.0,4999.462813395538,0.002,1,5.431875e-20,500.00000664260017,0.23793089742119827,0.48916775,4999.462813395538,100,1.0,0.23793089742119827
0.01,4884.7847,0.009999998,1.0,,1.0,0.95,500.0,4999.4927,1.0,4999.492488693418,500,500.0,4999.492488693418,0.01,2,3.5044917e-18,100.0,0.21461088438766324,0.46093994,4999.492488693418,100,1.0,0.21461088438766324
0.005,4918.357,0.0049999994,1.0,,1.0,0.95,500.0,4999.468,1.0,4999.443883577886,500,500.0,4999.443883577886,0.005,2,2.179301e-19,200.00000010221265,0.2629103264084324,0.48677713,4999.443883577886,100,1.0,0.2629103264084324
0.0033333334,4933.245,0.0033333336,1.0,,1.0,0.95,500.0,4999.4717,1.0,4999.479714397624,500,500.0,4999.479714397624,0.0033333334,2,5.4391416e-20,299.999969473632,0.2502768723636287,0.49050274,4999.479714397624,100,1.0,0.2502768723636287
0.0025,4942.1133,0.0024999997,1.0,,1.0,0.95,500.0,4999.4673,1.0,4999.45458777912,500,500.0,4999.45458777912,0.0025,2,5.434597e-20,400.0,0.22166493159405176,0.4851484,4999.45458777912,100,1.0,0.22166493159405176
0.002,4948.1797,0.0020000003,1.0,,1.0,0.95,500.0,4999.4785,1.0,4999.519809295751,500,500.0,4999.519809295751,0.002,1,5.431875e-20,500.00000664260017,0.3263377968807081,0.5033339,4999.519809295751,100,1.0,0.3263377968807081
0.01,4884.748,0.009999998,1.0,,1.0,0.95,500.0,4999.456,1.0,4999.456724287919,500,500.0,4999.456724287919,0.01,2,3.5044917e-18,100.0,0.28470630260021584,0.5308773,4999.456724287919,100,1.0,0.28470630260021584
0.005,4918.3247,0.0049999994,1.0,,1.0,0.95,500.0,4999.4355,1.0,4999.413533321657,500,500.0,4999.413533321657,0.005,2,2.179301e-19,200.00000010221265,0.26729645831047383,0.5231512,4999.413533321657,100,1.0,0.26729645831047383
0.0033333334,4933.2314,0.0033333336,1.0,,1.0,0.95,500.0,4999.458,1.0,4999.503509086554,500,500.0,4999.503509086554,0.0033333334,2,5.4391416e-20,299.999969473632,0.28749635872756935,0.5276171,4999.503509086554,100,1.0,0.28749635872756935
0.0025,4942.1016,0.0024999997,1.0,,1.0,0.95,500.0,4999.4556,1.0,4999.44866378897,500,500.0,4999.44866378897,0.0025,2,5.434597e-20,400.0,0.30835727054056267,0.53395617,4999.44866378897,100,1.0,0.30835727054056267
0.0019083051,4948.1587,0.002,0.9996345,2.8299532e-05,1.0000242,0.95,499.98790054991105,4999.458,0.95380384,4999.457700176742,500,500.0,4999.457700176742,0.002020529,1,1.1328095e-10,499.98587076603036,0.3321374720162563,0.53942764,4999.457700176742,100,1.0098953,0.3321374720162563
0.01,4884.82,0.009999998,1.0,,1.0,0.95,500.0,4999.528,1.0,4999.527531657354,500,500.0,4999.527531657354,0.01,2,3.5044917e-18,100.0,0.194360241227776,0.4386573,4999.527531657354,100,1.0,0.194360241227776
0.005,4918.4087,0.0049999994,1.0,,1.0,0.95,500.0,4999.5195,1.0,4999.511500316617,500,500.0,4999.511500316617,0.005,2,2.179301e-19,200.00000010221265,0.2619340198104083,0.47532356,4999.511500316617,100,1.0,0.2619340198104083
0.0033333334,4933.277,0.0033333336,1.0,,1.0,0.95,500.0,4999.5034,1.0,4999.470373461338,500,500.0,4999.470373461338,0.0033333334,2,5.4391416e-20,299.999969473632,0.3268962281301722,0.5089547,4999.470373461338,100,1.0,0.3268962281301722
0.0025,4942.133,0.0024999997,1.0,,1.0,0.95,500.0,4999.487,1.0,4999.438209290129,500,500.0,4999.438209290129,0.0025,2,5.434597e-20,400.0,0.2569878046288763,0.5085988,4999.438209290129,100,1.0,0.2569878046288763
0.0019928142,4948.2046,0.002,0.9999956,7.609014e-07,1.0000007,0.95,499.99964237238714,4999.5034,0.9964028,4999.564796220173,500,500.0,4999.564796220173,0.0020039063,1,3.0436402e-12,499.99962117342835,0.22254813556470227,0.5016715,4999.564796220173,100,1.0019487,0.22254813556470227
0.01,4884.707,0.009999998,1.0,,1.0,0.95,500.0,4999.415,1.0,4999.4147090978695,500,500.0,4999.4147090978695,0.01,2,3.5044917e-18,100.0,0.2666660867944888,0.5137985,4999.4147090978695,100,1.0,0.2666660867944888
0.005,4918.3413,0.0049999994,1.0,,1.0,0.95,500.0,4999.452,1.0,4999.489513122793,500,500.0,4999.489513122793,0.005,2,2.179301e-19,200.00000010221265,0.24359548418959015,0.5039633,4999.489513122793,100,1.0,0.24359548418959015
0.0033333334,4933.2056,0.0033333336,1.0,,1.0,0.95,500.0,4999.432,1.0,4999.392957286191,500,500.0,4999.392957286191,0.0033333334,2,5.4391416e-20,299.999969473632,0.3188434338172226,0.5247037,4999.392957286191,100,1.0,0.3188434338172226
0.0025,4942.094,0.0024999997,1.0,,1.0,0.95,500.0,4999.448,1.0,4999.49612159259,500,500.0,4999.49612159259,0.0025,2,5.434597e-20,400.0,0.28138184086513707,0.5262042,4999.49612159259,100,1.0,0.28138184086513707
0.0019502551,4948.169,0.002,0.99982595,4.1638996e-05,1.0000383,0.95,499.9808676411494,4999.4688,0.9749578,4999.53979921982,500,500.0,4999.53979921982,0.0020276033,1,1.6661385e-10,499.97921411223723,0.20045768162108007,0.51066756,4999.53979921982,100,1.0136251,0.20045768162108007
0.01,4884.8066,0.009999998,1.0,,1.0,0.95,500.0,4999.5146,1.0,4999.514294888894,500,500.0,4999.514294888894,0.01,2,3.5044917e-18,100.0,0.21598603327802612,0.46239948,4999.514294888894,100,1.0,0.21598603327802612
0.005,4918.3687,0.0049999994,1.0,,1.0,0.95,500.0,4999.4795,1.0,4999.44478755598,500,500.0,4999.44478755598,0.005,2,2.179301e-19,200.00000010221265,0.24951487100183706,0.481285,4999.44478755598,100,1.0,0.24951487100183706
0.0033333334,4933.239,0.0033333336,1.0,,1.0,0.95,500.0,4999.4653,1.0,4999.435857107437,500,500.0,4999.435857107437,0.0033333334,2,5.4391416e-20,299.999969473632,0.2571966083444898,0.48961598,4999.435857107437,100,1.0,0.2571966083444898
0.0025,4929.6074,0.0024999997,1.0,,1.0,0.95,500.0,4986.9614,1.0,4949.451776891347,500,495.01,4949.451776891347,0.0025,2,5.434597e-20,400.0,249944.91742380502,249.66084,4949.451776891347,100,1.0,249944.91742380502
2.0620568e-05,4943.6562,0.002,1.0166446,0.11067838,1.1152985,0.95,448.31047087144424,4997.832,0.010481894,4949.4990983993475,500,495.01,4949.4990983993475,0.0028494883,1,4.2833588e-07,451.72421193484996,249949.60953879848,31.9916,4949.4990983993475,100,1.4484584,249949.60953879848
0.01,4884.719,0.009999998,1.0,,1.0,0.95,500.0,4999.4272,1.0,4999.427846775719,500,500.0,4999.427846775719,0.01,2,3.5044917e-18,100.0,0.2992867310534317,0.54433775,4999.427846775719,100,1.0,0.2992867310534317
0.005,4918.357,0.0049999994,1.0,,1.0,0.95,500.0,4999.468,1.0,4999.507172632616,500,500.0,4999.507172632616,0.005,2,2.179301e-19,200.00000010221265,0.23777213628378463,0.5171165,4999.507172632616,100,1.0,0.23777213628378463
0.0033333334,4933.2085,0.0033333336,1.0,,1.0,0.95,500.0,4999.435,1.0,4999.370275259034,500,500.0,4999.370275259034,0.0033333334,2,5.4391416e-20,299.999969473632,0.2783135718536387,0.5217416,4999.370275259034,100,1.0,0.2783135718536387
0.0025,4942.0923,0.0024999997,1.0,,1.0,0.95,500.0,4999.4463,1.0,4999.479953016353,500,500.0,4999.479953016353,0.0025,2,5.434597e-20,400.0,0.27410614984073944,0.52190256,4999.479953016353,100,1.0,0.27410614984073944
0.002,4948.135,0.0020000003,1.0,,1.0,0.95,500.0,4999.4336,1.0,4999.3812213621495,500,500.0,4999.3812213621495,0.002,1,5.431875e-20,500.00000664260017,0.3018060424782558,0.52758145,4999.3812213621495,100,1.0,0.3018060424782558
0.01,4884.761,0.009999998,1.0,,1.0,0.95,500.0,4999.469,1.0,4999.46914793175,500,500.0,4999.46914793175,0.01,2,3.5044917e-18,100.0,0.23260184384556434,0.47989103,4999.46914793175,100,1.0,0.23260184384556434
0.005,4918.376,0.0049999994,1.0,,1.0,0.95,500.0,4999.487,1.0,4999.504776985221,500,500.0,4999.504776985221,0.005,2,2.179301e-19,200.00000010221265,0.2193308228760711,0.47331578,4999.504776985221,100,1.0,0.2193308228760711
0.0033333334,4933.2563,0.0033333336,1.0,,1.0,0.95,500.0,4999.483,1.0,4999.474744832205,500,500.0,4999.474744832205,0.0033333334,2,5.4391416e-20,299.999969473632,0.3368938073063104,0.5104565,4999.474744832205,100,1.0,0.3368938073063104
0.0025,4942.1313,0.0024999997,1.0,,1.0,0.95,500.0,4999.4854,1.0,4999.492073904706,500,500.0,4999.492073904706,0.0025,2,5.434597e-20,400.0,0.25676120125163954,0.5089101,4999.492073904706,100,1.0,0.25676120125163954
0.0019205555,4948.177,0.002,1.000301,4.739592e-05,1.0000433,0.95,499.97836445018106,4999.4766,0.9605668,4999.432725023258,500,500.0,4999.432725023258,0.0020281149,1,1.8946945e-10,499.9763911299214,0.3094151017507091,0.51703405,4999.432725023258,100,1.0143627,0.3094151017507091
0.01,4884.79,0.009999998,1.0,,1.0,0.95,500.0,4999.498,1.0,4999.49824162623,500,500.0,4999.49824162623,0.01,2,3.5044917e-18,100.0,0.30067690331497376,0.54559743,4999.49824162623,100,1.0,0.30067690331497376
0.005,4918.394,0.0049999994,1.0,,1.0,0.95,500.0,4999.505,1.0,4999.5126378083505,500,500.0,4999.5126378083505,0.005,2,2.179301e-19,200.00000010221265,0.21316069889558173,0.50439435,4999.5126378083505,100,1.0,0.21316069889558173
0.0033333334,4933.2983,0.0033333336,1.0,,1.0,0.95,500.0,4999.525,1.0,4999.563048120186,500,500.0,4999.563048120186,0.0033333334,2,5.4391416e-20,299.999969473632,0.2368020515731415,0.49849284,4999.563048120186,100,1.0,0.2368020515731415
0.0025,4942.15,0.0024999997,1.0,,1.0,0.95,500.0,4999.504,1.0,4999.441848842311,500,500.0,4999.441848842311,0.0025,2,5.434597e-20,400.0,0.27179905723467407,0.5049051,4999.441848842311,100,1.0,0.27179905723467407
0.002,4948.2163,0.0020000003,1.0,,1.0,0.95,500.0,4999.515,1.0,4999.556604739989,500,500.0,4999.556604739989,0.002,1,5.431875e-20,500.00000664260017,0.19363527954473464,0.49267423,4999.556604739989,100,1.0,0.19363527954473464
0.01,4884.7124,0.009999998,1.0,,1.0,0.95,500.0,4999.4204,1.0,4999.420982927578,500,500.0,4999.420982927578,0.01,2,3.5044917e-18,100.0,0.20138322666707772,0.44647044,4999.420982927578,100,1.0,0.20138322666707772
0.005,4918.298,0.0049999994,1.0,,1.0,0.95,500.0,4999.4087,1.0,4999.395913957267,500,500.0,4999.395913957267,0.005,2,2.179301e-19,200.00000010221265,0.40204921834336,0.54666716,4999.395913957267,100,1.0,0.40204921834336
0.0033333334,4933.222,0.0033333336,1.0,,1.0,0.95,500.0,4999.4487,1.0,4999.528318843273,500,500.0,4999.528318843273,0.0033333334,2,5.4391416e-20,299.999969473632,0.22843661495263792,0.527081,4999.528318843273,100,1.0,0.22843661495263792
0.0025,4942.105,0.0024999997,1.0,,1.0,0.95,500.0,4999.459,1.0,4999.49254241677,500,500.0,4999.49254241677,0.0025,2,5.434597e-20,400.0,0.24823403612281178,0.51976925,4999.49254241677,100,1.0,0.24823403612281178
